Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per Week,Native Country,Salary
36, Self-employed, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
77, Self-employed, Bachelors, Married, Sales, Husband, White, Male,40, United-States, <=50K
22, Private, Didnt-grad-HS, Married, Machine-op-inspct, Other-relative, White, Female,40, Mexico, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
62, Private, HS-grad, Widowed, Other, Not-in-family, White, Female,24, United-States, <=50K
39, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
43, Private, Bachelors, Married, Craft-repair, Husband, White, Male,50, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,45, United-States, <=50K
29, Private, Didnt-grad-HS, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
76, Self-employed, Masters, Married, Craft-repair, Husband, White, Male,10, United-States, <=50K
63, Self-employed, HS-grad, Married, Farming-fishing, Husband, White, Male,45, United-States, <=50K
23, Other, Assoc-voc, Never-married, Other, Own-child, Black, Female,15, United-States, <=50K
43, Private, Bachelors, Married, Prof-specialty, Wife, White, Female,50, United-States, >50K
58, Self-employed, HS-grad, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
66, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,45, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Other, Not-in-family, White, Male,40, United-States, <=50K
55, Government, Didnt-grad-HS, Married, Adm-clerical, Husband, White, Male,40, United-States, <=50K
53, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Other, Other-relative, White, Male,48, Mexico, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
49, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,30, Haiti, <=50K
45, Private, HS-grad, Married, Other, Husband, Black, Male,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
38, Private, Assoc-voc, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
36, Government, HS-grad, Married, Protective-serv, Husband, White, Male,40, United-States, >50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, <=50K
22, Government, Bachelors, Never-married, Protective-serv, Own-child, Black, Female,40, United-States, <=50K
43, Self-employed, Bachelors, Never-married, Sales, Not-in-family, White, Male,42, United-States, <=50K
67, Other, Didnt-grad-HS, Married, Other, Husband, White, Male,8, United-States, <=50K
30, Other, Assoc-voc, Divorced, Other, Unmarried, White, Female,40, United-States, <=50K
56, Private, Assoc-acdm, Married, Other, Not-in-family, White, Male,25, Iran, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,25, United-States, <=50K
33, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
26, Private, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
33, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
46, Government, Didnt-grad-HS, Married, Transport-moving, Husband, White, Male,30, United-States, <=50K
59, Other, Bachelors, Married, Other, Husband, White, Male,40, United-States, >50K
38, Government, HS-grad, Married, Adm-clerical, Husband, White, Male,40, United-States, >50K
65, Private, Didnt-grad-HS, Widowed, Other, Unmarried, Other, Male,40, United-States, <=50K
40, Private, Assoc-voc, Married, Tech-support, Husband, White, Male,40, United-States, >50K
42, Private, HS-grad, Married, Adm-clerical, Wife, White, Female,35, United-States, <=50K
26, Self-employed, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, Portugal, <=50K
36, Private, Didnt-grad-HS, Married, Other, Wife, White, Female,24, United-States, <=50K
62, Private, Masters, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
43, Private, Bachelors, Married, Transport-moving, Husband, White, Male,45, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, >50K
22, Private, HS-grad, Married, Sales, Not-in-family, White, Male,55, United-States, <=50K
28, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
56, Self-employed, Bachelors, Married, Sales, Husband, White, Male,45, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K
26, Government, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,15, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,10, United-States, <=50K
40, Government, Assoc-voc, Married, Machine-op-inspct, Husband, White, Male,38, United-States, >50K
45, Private, HS-grad, Married, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
20, Government, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
33, Private, HS-grad, Married, Craft-repair, Wife, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
46, Self-employed, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, <=50K
38, Private, HS-grad, Married, Sales, Husband, White, Male,50, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
46, Private, Didnt-grad-HS, Divorced, Craft-repair, Not-in-family, White, Female,45, United-States, <=50K
25, Private, Bachelors, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
36, Government, Bachelors, Married, Transport-moving, Wife, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other, Not-in-family, White, Female,25, United-States, <=50K
29, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
44, Private, Bachelors, Married, Adm-clerical, Wife, White, Female,6, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,16, United-States, <=50K
19, Private, HS-grad, Never-married, Other, Other-relative, White, Female,40, United-States, <=50K
35, Private, HS-grad, Married, Other, Wife, White, Female,40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
46, Self-employed, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
34, Government, Bachelors, Married, Exec-managerial, Husband, White, Male,45, ?, >50K
34, Private, HS-grad, Never-married, Other, Not-in-family, White, Female,35, United-States, <=50K
44, Private, Bachelors, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
45, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,40, United-States, <=50K
20, Other, HS-grad, Never-married, Other, Other-relative, White, Female,35, United-States, <=50K
25, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,55, United-States, >50K
52, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other, Not-in-family, White, Female,40, United-States, <=50K
50, Government, Bachelors, Married, Protective-serv, Husband, White, Male,40, United-States, >50K
34, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,64, United-States, <=50K
28, Private, Didnt-grad-HS, Married, Handlers-cleaners, Husband, Other, Male,40, Puerto-Rico, <=50K
41, Private, Masters, Married, Exec-managerial, Husband, White, Male,65, United-States, >50K
28, Private, HS-grad, Married, Adm-clerical, Husband, White, Male,40, United-States, <=50K
46, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,25, United-States, <=50K
28, Other, Bachelors, Married, Other, Wife, White, Female,40, United-States, >50K
32, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, <=50K
41, Government, Bachelors, Divorced, Other, Not-in-family, Black, Female,24, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
46, Private, Doctorate, Married, Exec-managerial, Husband, White, Male,60, United-States, >50K
31, Government, Bachelors, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
35, Private, Didnt-grad-HS, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
52, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
30, Private, Didnt-grad-HS, Never-married, Other, Own-child, White, Female,19, United-States, <=50K
34, Government, Didnt-grad-HS, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
34, Government, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,40, United-States, <=50K
20, Private, Bachelors, Married, Sales, Husband, White, Male,30, United-States, <=50K
17, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Own-child, White, Male,18, United-States, <=50K
32, Government, Bachelors, Married, Exec-managerial, Wife, White, Female,40, United-States, >50K
29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
33, Private, Didnt-grad-HS, Never-married, Craft-repair, Unmarried, White, Female,35, United-States, <=50K
25, Private, HS-grad, Married, Transport-moving, Husband, White, Male,60, United-States, <=50K
36, Government, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,72, Dominican-Republic, <=50K
63, Self-employed, HS-grad, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
47, Government, Masters, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
80, Other, HS-grad, Widowed, Other, Not-in-family, White, Male,24, United-States, <=50K
17, Other, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
40, Self-employed, Bachelors, Married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
30, Private, Assoc-acdm, Married, Other, Wife, White, Female,25, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, Philippines, <=50K
33, Private, Masters, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
34, Government, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,60, United-States, <=50K
34, Government, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Bachelors, Married, Adm-clerical, Husband, White, Male,40, United-States, <=50K
42, Government, Bachelors, Married, Adm-clerical, Wife, White, Female,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,28, United-States, <=50K
24, Government, HS-grad, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
44, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
27, Private, Didnt-grad-HS, Never-married, Craft-repair, Other-relative, White, Male,40, Mexico, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,35, United-States, <=50K
44, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
51, Private, HS-grad, Married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
20, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
17, Other, Didnt-grad-HS, Never-married, Other, Own-child, White, Female,5, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
45, Self-employed, Bachelors, Married, Craft-repair, Husband, White, Male,55, United-States, >50K
60, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, >50K
42, Private, Assoc-acdm, Married, Exec-managerial, Husband, Black, Male,40, ?, >50K
44, Self-employed, HS-grad, Married, Sales, Wife, White, Female,40, United-States, >50K
40, Private, Assoc-voc, Married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
30, Private, HS-grad, Married, Exec-managerial, Wife, White, Female,40, United-States, <=50K
38, Private, Bachelors, Married, Transport-moving, Husband, Black, Male,50, United-States, <=50K
23, Private, HS-grad, Married, Transport-moving, Husband, White, Male,60, United-States, <=50K
32, Other, Bachelors, Married, Other, Husband, White, Male,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
